timestamp,batch_id,equipment_id,product,moisture_pct,status,gmp_max_moisture_pct
2026-05-16T02:50:00,BATCH-1006,GRAN-02,Metformin_500mg,2.29,NORMAL,4.0
2026-05-16T03:00:00,BATCH-1006,GRAN-02,Metformin_500mg,2.45,NORMAL,4.0
2026-05-16T03:10:00,BATCH-1006,GRAN-02,Metformin_500mg,3.24,NORMAL,4.0
2026-05-16T03:20:00,BATCH-1006,GRAN-02,Metformin_500mg,3.36,NORMAL,4.0
2026-05-15T20:30:00,BATCH-1007,GRAN-01,Amlodipine_5mg,5.17,DEVIATION,3.5
2026-05-15T20:40:00,BATCH-1007,GRAN-01,Amlodipine_5mg,3.13,NORMAL,3.5
2026-05-15T20:50:00,BATCH-1007,GRAN-01,Amlodipine_5mg,3.12,NORMAL,3.5
2026-05-15T21:00:00,BATCH-1007,GRAN-01,Amlodipine_5mg,2.73,NORMAL,3.5
2026-05-15T21:10:00,BATCH-1007,GRAN-01,Amlodipine_5mg,3.02,NORMAL,3.5
2026-05-15T21:20:00,BATCH-1007,GRAN-01,Amlodipine_5mg,2.37,NORMAL,3.5
2026-05-15T21:30:00,BATCH-1007,GRAN-01,Amlodipine_5mg,3.2,NORMAL,3.5
2026-05-15T21:40:00,BATCH-1007,GRAN-01,Amlodipine_5mg,3.24,NORMAL,3.5
2026-05-15T21:50:00,BATCH-1007,GRAN-01,Amlodipine_5mg,2.41,NORMAL,3.5
2026-05-15T22:00:00,BATCH-1007,GRAN-01,Amlodipine_5mg,2.02,NORMAL,3.5
2026-05-15T22:10:00,BATCH-1007,GRAN-01,Amlodipine_5mg,2.81,NORMAL,3.5
2026-05-15T22:20:00,BATCH-1007,GRAN-01,Amlodipine_5mg,3.13,NORMAL,3.5
2026-05-16T21:30:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,3.46,NORMAL,3.8
2026-05-16T21:40:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,3.04,NORMAL,3.8
2026-05-16T21:50:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,2.87,NORMAL,3.8
2026-05-16T22:00:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,3.24,NORMAL,3.8
2026-05-16T22:10:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,2.47,NORMAL,3.8
2026-05-16T22:20:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,3.09,NORMAL,3.8
2026-05-16T22:30:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,2.28,NORMAL,3.8
2026-05-16T22:40:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,2.6,NORMAL,3.8
2026-05-16T22:50:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,2.89,NORMAL,3.8
2026-05-16T23:00:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,2.93,NORMAL,3.8
2026-05-16T23:10:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,2.53,NORMAL,3.8
2026-05-16T23:20:00,BATCH-1008,GRAN-02,Atorvastatin_10mg,2.25,NORMAL,3.8
2026-05-16T22:30:00,BATCH-1009,GRAN-02,Paracetamol_500mg,2.65,NORMAL,4.2
2026-05-16T22:40:00,BATCH-1009,GRAN-02,Paracetamol_500mg,3.86,NORMAL,4.2
2026-05-16T22:50:00,BATCH-1009,GRAN-02,Paracetamol_500mg,3.32,NORMAL,4.2
2026-05-16T23:00:00,BATCH-1009,GRAN-02,Paracetamol_500mg,3.15,NORMAL,4.2
2026-05-16T23:10:00,BATCH-1009,GRAN-02,Paracetamol_500mg,3.57,NORMAL,4.2
2026-05-16T23:20:00,BATCH-1009,GRAN-02,Paracetamol_500mg,2.44,NORMAL,4.2
2026-05-16T23:30:00,BATCH-1009,GRAN-02,Paracetamol_500mg,2.14,NORMAL,4.2
2026-05-16T23:40:00,BATCH-1009,GRAN-02,Paracetamol_500mg,2.83,NORMAL,4.2
2026-05-16T23:50:00,BATCH-1009,GRAN-02,Paracetamol_500mg,2.18,NORMAL,4.2
2026-05-17T00:00:00,BATCH-1009,GRAN-02,Paracetamol_500mg,2.43,NORMAL,4.2
2026-05-17T00:10:00,BATCH-1009,GRAN-02,Paracetamol_500mg,2.72,NORMAL,4.2
2026-05-17T00:20:00,BATCH-1009,GRAN-02,Paracetamol_500mg,3.51,NORMAL,4.2
2026-05-17T23:30:00,BATCH-1010,GRAN-01,Azithromycin_250mg,3.3,NORMAL,3.5
2026-05-17T23:40:00,BATCH-1010,GRAN-01,Azithromycin_250mg,3.28,NORMAL,3.5
2026-05-17T23:50:00,BATCH-1010,GRAN-01,Azithromycin_250mg,4.9,DEVIATION,3.5
2026-05-18T00:00:00,BATCH-1010,GRAN-01,Azithromycin_250mg,3.18,NORMAL,3.5
2026-05-18T00:10:00,BATCH-1010,GRAN-01,Azithromycin_250mg,2.81,NORMAL,3.5
2026-05-18T00:20:00,BATCH-1010,GRAN-01,Azithromycin_250mg,2.89,NORMAL,3.5
2026-05-18T00:30:00,BATCH-1010,GRAN-01,Azithromycin_250mg,3.19,NORMAL,3.5
2026-05-18T00:40:00,BATCH-1010,GRAN-01,Azithromycin_250mg,2.5,NORMAL,3.5
2026-05-18T00:50:00,BATCH-1010,GRAN-01,Azithromycin_250mg,2.37,NORMAL,3.5
2026-05-18T01:00:00,BATCH-1010,GRAN-01,Azithromycin_250mg,3.07,NORMAL,3.5
2026-05-18T01:10:00,BATCH-1010,GRAN-01,Azithromycin_250mg,3.04,NORMAL,3.5
2026-05-18T01:20:00,BATCH-1010,GRAN-01,Azithromycin_250mg,2.06,NORMAL,3.5
2026-05-19T00:30:00,BATCH-1011,GRAN-02,Metformin_500mg,2.35,NORMAL,4.0
2026-05-19T00:40:00,BATCH-1011,GRAN-02,Metformin_500mg,3.71,NORMAL,4.0
2026-05-19T00:50:00,BATCH-1011,GRAN-02,Metformin_500mg,3.72,NORMAL,4.0
2026-05-19T01:00:00,BATCH-1011,GRAN-02,Metformin_500mg,2.01,NORMAL,4.0
2026-05-19T01:10:00,BATCH-1011,GRAN-02,Metformin_500mg,3.21,NORMAL,4.0
2026-05-19T01:20:00,BATCH-1011,GRAN-02,Metformin_500mg,3.56,NORMAL,4.0
2026-05-19T01:30:00,BATCH-1011,GRAN-02,Metformin_500mg,2.19,NORMAL,4.0
2026-05-19T01:40:00,BATCH-1011,GRAN-02,Metformin_500mg,3.26,NORMAL,4.0
2026-05-19T01:50:00,BATCH-1011,GRAN-02,Metformin_500mg,3.4,NORMAL,4.0
2026-05-19T02:00:00,BATCH-1011,GRAN-02,Metformin_500mg,3.69,NORMAL,4.0
2026-05-19T02:10:00,BATCH-1011,GRAN-02,Metformin_500mg,2.28,NORMAL,4.0
2026-05-19T02:20:00,BATCH-1011,GRAN-02,Metformin_500mg,2.6,NORMAL,4.0
2026-05-19T01:30:00,BATCH-1012,GRAN-02,Amlodipine_5mg,4.22,DEVIATION,3.5
2026-05-19T01:40:00,BATCH-1012,GRAN-02,Amlodipine_5mg,4.14,DEVIATION,3.5
2026-05-19T01:50:00,BATCH-1012,GRAN-02,Amlodipine_5mg,5.99,DEVIATION,3.5
2026-05-19T02:00:00,BATCH-1012,GRAN-02,Amlodipine_5mg,5.4,DEVIATION,3.5
2026-05-19T02:10:00,BATCH-1012,GRAN-02,Amlodipine_5mg,5.44,DEVIATION,3.5
2026-05-19T02:20:00,BATCH-1012,GRAN-02,Amlodipine_5mg,4.57,DEVIATION,3.5
2026-05-19T02:30:00,BATCH-1012,GRAN-02,Amlodipine_5mg,4.65,DEVIATION,3.5
2026-05-19T02:40:00,BATCH-1012,GRAN-02,Amlodipine_5mg,4.97,DEVIATION,3.5
2026-05-19T02:50:00,BATCH-1012,GRAN-02,Amlodipine_5mg,5.58,DEVIATION,3.5
2026-05-19T03:00:00,BATCH-1012,GRAN-02,Amlodipine_5mg,5.08,DEVIATION,3.5
2026-05-19T03:10:00,BATCH-1012,GRAN-02,Amlodipine_5mg,4.04,DEVIATION,3.5
2026-05-19T03:20:00,BATCH-1012,GRAN-02,Amlodipine_5mg,5.68,DEVIATION,3.5
2026-05-19T20:30:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,3.03,NORMAL,3.8
2026-05-19T20:40:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,3.21,NORMAL,3.8
2026-05-19T20:50:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,3.12,NORMAL,3.8
2026-05-19T21:00:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,3.48,NORMAL,3.8
2026-05-19T21:10:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,3.26,NORMAL,3.8
2026-05-19T21:20:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,2.14,NORMAL,3.8
2026-05-19T21:30:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,2.7,NORMAL,3.8
2026-05-19T21:40:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,3.06,NORMAL,3.8
2026-05-19T21:50:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,2.85,NORMAL,3.8
2026-05-19T22:00:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,2.63,NORMAL,3.8
2026-05-19T22:10:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,2.87,NORMAL,3.8
2026-05-19T22:20:00,BATCH-1013,GRAN-01,Atorvastatin_10mg,2.23,NORMAL,3.8
2026-05-19T21:30:00,BATCH-1014,GRAN-02,Paracetamol_500mg,3.83,NORMAL,4.2
2026-05-19T21:40:00,BATCH-1014,GRAN-02,Paracetamol_500mg,3.46,NORMAL,4.2
2026-05-19T21:50:00,BATCH-1014,GRAN-02,Paracetamol_500mg,3.9,NORMAL,4.2
2026-05-19T22:00:00,BATCH-1014,GRAN-02,Paracetamol_500mg,3.11,NORMAL,4.2
2026-05-19T22:10:00,BATCH-1014,GRAN-02,Paracetamol_500mg,2.01,NORMAL,4.2
2026-05-19T22:20:00,BATCH-1014,GRAN-02,Paracetamol_500mg,3.07,NORMAL,4.2
2026-05-19T22:30:00,BATCH-1014,GRAN-02,Paracetamol_500mg,2.61,NORMAL,4.2
2026-05-19T22:40:00,BATCH-1014,GRAN-02,Paracetamol_500mg,3.81,NORMAL,4.2
2026-05-19T22:50:00,BATCH-1014,GRAN-02,Paracetamol_500mg,2.83,NORMAL,4.2
2026-05-19T23:00:00,BATCH-1014,GRAN-02,Paracetamol_500mg,3.03,NORMAL,4.2
2026-05-19T23:10:00,BATCH-1014,GRAN-02,Paracetamol_500mg,2.44,NORMAL,4.2
2026-05-19T23:20:00,BATCH-1014,GRAN-02,Paracetamol_500mg,2.39,NORMAL,4.2
2026-05-20T22:30:00,BATCH-1015,GRAN-02,Azithromycin_250mg,3.04,NORMAL,3.5
2026-05-20T22:40:00,BATCH-1015,GRAN-02,Azithromycin_250mg,3.11,NORMAL,3.5
2026-05-20T22:50:00,BATCH-1015,GRAN-02,Azithromycin_250mg,3.29,NORMAL,3.5
2026-05-20T23:00:00,BATCH-1015,GRAN-02,Azithromycin_250mg,2.71,NORMAL,3.5
2026-05-20T23:10:00,BATCH-1015,GRAN-02,Azithromycin_250mg,2.09,NORMAL,3.5
2026-05-20T23:20:00,BATCH-1015,GRAN-02,Azithromycin_250mg,2.94,NORMAL,3.5
2026-05-20T23:30:00,BATCH-1015,GRAN-02,Azithromycin_250mg,2.43,NORMAL,3.5
2026-05-20T23:40:00,BATCH-1015,GRAN-02,Azithromycin_250mg,2.85,NORMAL,3.5
2026-05-20T23:50:00,BATCH-1015,GRAN-02,Azithromycin_250mg,2.81,NORMAL,3.5
2026-05-21T00:00:00,BATCH-1015,GRAN-02,Azithromycin_250mg,2.41,NORMAL,3.5
2026-05-21T00:10:00,BATCH-1015,GRAN-02,Azithromycin_250mg,2.8,NORMAL,3.5
2026-05-21T00:20:00,BATCH-1015,GRAN-02,Azithromycin_250mg,2.76,NORMAL,3.5
2026-05-21T23:30:00,BATCH-1016,GRAN-01,Metformin_500mg,2.66,NORMAL,4.0
2026-05-21T23:40:00,BATCH-1016,GRAN-01,Metformin_500mg,2.77,NORMAL,4.0
2026-05-21T23:50:00,BATCH-1016,GRAN-01,Metformin_500mg,4.64,DEVIATION,4.0
2026-05-22T00:00:00,BATCH-1016,GRAN-01,Metformin_500mg,3.33,NORMAL,4.0
2026-05-22T00:10:00,BATCH-1016,GRAN-01,Metformin_500mg,3.51,NORMAL,4.0
2026-05-22T00:20:00,BATCH-1016,GRAN-01,Metformin_500mg,3.32,NORMAL,4.0
2026-05-22T00:30:00,BATCH-1016,GRAN-01,Metformin_500mg,2.83,NORMAL,4.0
2026-05-22T00:40:00,BATCH-1016,GRAN-01,Metformin_500mg,2.55,NORMAL,4.0
2026-05-22T00:50:00,BATCH-1016,GRAN-01,Metformin_500mg,2.32,NORMAL,4.0
2026-05-22T01:00:00,BATCH-1016,GRAN-01,Metformin_500mg,3.52,NORMAL,4.0
2026-05-22T01:10:00,BATCH-1016,GRAN-01,Metformin_500mg,2.25,NORMAL,4.0
2026-05-22T01:20:00,BATCH-1016,GRAN-01,Metformin_500mg,2.47,NORMAL,4.0
2026-05-22T00:30:00,BATCH-1017,GRAN-02,Amlodipine_5mg,2.1,NORMAL,3.5
2026-05-22T00:40:00,BATCH-1017,GRAN-02,Amlodipine_5mg,2.02,NORMAL,3.5
2026-05-22T00:50:00,BATCH-1017,GRAN-02,Amlodipine_5mg,2.04,NORMAL,3.5
2026-05-22T01:00:00,BATCH-1017,GRAN-02,Amlodipine_5mg,2.53,NORMAL,3.5
2026-05-22T01:10:00,BATCH-1017,GRAN-02,Amlodipine_5mg,3.18,NORMAL,3.5
2026-05-22T01:20:00,BATCH-1017,GRAN-02,Amlodipine_5mg,2.71,NORMAL,3.5
2026-05-22T01:30:00,BATCH-1017,GRAN-02,Amlodipine_5mg,2.61,NORMAL,3.5
2026-05-22T01:40:00,BATCH-1017,GRAN-02,Amlodipine_5mg,2.48,NORMAL,3.5
2026-05-22T01:50:00,BATCH-1017,GRAN-02,Amlodipine_5mg,3.0,NORMAL,3.5
2026-05-22T02:00:00,BATCH-1017,GRAN-02,Amlodipine_5mg,2.38,NORMAL,3.5
2026-05-22T02:10:00,BATCH-1017,GRAN-02,Amlodipine_5mg,2.66,NORMAL,3.5
2026-05-22T02:20:00,BATCH-1017,GRAN-02,Amlodipine_5mg,2.65,NORMAL,3.5
2026-05-23T01:30:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,3.36,NORMAL,3.8
2026-05-23T01:40:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,2.98,NORMAL,3.8
2026-05-23T01:50:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,2.82,NORMAL,3.8
2026-05-23T02:00:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,2.29,NORMAL,3.8
2026-05-23T02:10:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,3.06,NORMAL,3.8
2026-05-23T02:20:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,3.18,NORMAL,3.8
2026-05-23T02:30:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,2.57,NORMAL,3.8
2026-05-23T02:40:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,2.78,NORMAL,3.8
2026-05-23T02:50:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,2.59,NORMAL,3.8
2026-05-23T03:00:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,2.33,NORMAL,3.8
2026-05-23T03:10:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,2.58,NORMAL,3.8
2026-05-23T03:20:00,BATCH-1018,GRAN-02,Atorvastatin_10mg,2.73,NORMAL,3.8
2026-05-22T20:30:00,BATCH-1019,GRAN-01,Paracetamol_500mg,3.96,NORMAL,4.2
2026-05-22T20:40:00,BATCH-1019,GRAN-01,Paracetamol_500mg,3.41,NORMAL,4.2
2026-05-22T20:50:00,BATCH-1019,GRAN-01,Paracetamol_500mg,3.66,NORMAL,4.2
2026-05-22T21:00:00,BATCH-1019,GRAN-01,Paracetamol_500mg,2.53,NORMAL,4.2
2026-05-22T21:10:00,BATCH-1019,GRAN-01,Paracetamol_500mg,2.35,NORMAL,4.2
2026-05-22T21:20:00,BATCH-1019,GRAN-01,Paracetamol_500mg,2.73,NORMAL,4.2
2026-05-22T21:30:00,BATCH-1019,GRAN-01,Paracetamol_500mg,3.67,NORMAL,4.2
2026-05-22T21:40:00,BATCH-1019,GRAN-01,Paracetamol_500mg,2.75,NORMAL,4.2
2026-05-22T21:50:00,BATCH-1019,GRAN-01,Paracetamol_500mg,3.03,NORMAL,4.2
2026-05-22T22:00:00,BATCH-1019,GRAN-01,Paracetamol_500mg,3.74,NORMAL,4.2
2026-05-22T22:10:00,BATCH-1019,GRAN-01,Paracetamol_500mg,2.96,NORMAL,4.2
2026-05-22T22:20:00,BATCH-1019,GRAN-01,Paracetamol_500mg,3.0,NORMAL,4.2
2026-05-23T21:30:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.22,NORMAL,3.5
2026-05-23T21:40:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.84,NORMAL,3.5
2026-05-23T21:50:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.24,NORMAL,3.5
2026-05-23T22:00:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.93,NORMAL,3.5
2026-05-23T22:10:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.3,NORMAL,3.5
2026-05-23T22:20:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.94,NORMAL,3.5
2026-05-23T22:30:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.62,NORMAL,3.5
2026-05-23T22:40:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.21,NORMAL,3.5
2026-05-23T22:50:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.03,NORMAL,3.5
2026-05-23T23:00:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.75,NORMAL,3.5
2026-05-23T23:10:00,BATCH-1020,GRAN-02,Azithromycin_250mg,2.82,NORMAL,3.5
2026-05-23T23:20:00,BATCH-1020,GRAN-02,Azithromycin_250mg,4.73,DEVIATION,3.5
2026-05-24T22:30:00,BATCH-1021,GRAN-02,Metformin_500mg,2.46,NORMAL,4.0
2026-05-24T22:40:00,BATCH-1021,GRAN-02,Metformin_500mg,3.72,NORMAL,4.0
2026-05-24T22:50:00,BATCH-1021,GRAN-02,Metformin_500mg,3.01,NORMAL,4.0
2026-05-24T23:00:00,BATCH-1021,GRAN-02,Metformin_500mg,5.5,DEVIATION,4.0
2026-05-24T23:10:00,BATCH-1021,GRAN-02,Metformin_500mg,2.51,NORMAL,4.0
2026-05-24T23:20:00,BATCH-1021,GRAN-02,Metformin_500mg,2.81,NORMAL,4.0
2026-05-24T23:30:00,BATCH-1021,GRAN-02,Metformin_500mg,3.56,NORMAL,4.0
2026-05-24T23:40:00,BATCH-1021,GRAN-02,Metformin_500mg,3.49,NORMAL,4.0
2026-05-24T23:50:00,BATCH-1021,GRAN-02,Metformin_500mg,3.43,NORMAL,4.0
2026-05-25T00:00:00,BATCH-1021,GRAN-02,Metformin_500mg,2.33,NORMAL,4.0
2026-05-25T00:10:00,BATCH-1021,GRAN-02,Metformin_500mg,2.48,NORMAL,4.0
2026-05-25T00:20:00,BATCH-1021,GRAN-02,Metformin_500mg,2.62,NORMAL,4.0
2026-05-24T23:30:00,BATCH-1022,GRAN-01,Amlodipine_5mg,2.77,NORMAL,3.5
2026-05-24T23:40:00,BATCH-1022,GRAN-01,Amlodipine_5mg,2.5,NORMAL,3.5
2026-05-24T23:50:00,BATCH-1022,GRAN-01,Amlodipine_5mg,2.26,NORMAL,3.5
2026-05-25T00:00:00,BATCH-1022,GRAN-01,Amlodipine_5mg,2.66,NORMAL,3.5
2026-05-25T00:10:00,BATCH-1022,GRAN-01,Amlodipine_5mg,2.19,NORMAL,3.5
2026-05-25T00:20:00,BATCH-1022,GRAN-01,Amlodipine_5mg,2.62,NORMAL,3.5
2026-05-25T00:30:00,BATCH-1022,GRAN-01,Amlodipine_5mg,2.05,NORMAL,3.5
2026-05-25T00:40:00,BATCH-1022,GRAN-01,Amlodipine_5mg,2.65,NORMAL,3.5
2026-05-25T00:50:00,BATCH-1022,GRAN-01,Amlodipine_5mg,2.63,NORMAL,3.5
2026-05-25T01:00:00,BATCH-1022,GRAN-01,Amlodipine_5mg,2.78,NORMAL,3.5
2026-05-25T01:10:00,BATCH-1022,GRAN-01,Amlodipine_5mg,3.17,NORMAL,3.5
