timestamp,batch_id,equipment_id,product,temperature_C,status,gmp_lower_C,gmp_upper_C
2026-05-12T22:10:00,BATCH-1002,COAT-02,Amlodipine_5mg,48.88,DEVIATION,40,45
2026-05-12T22:15:00,BATCH-1002,COAT-02,Amlodipine_5mg,42.68,NORMAL,40,45
2026-05-12T22:20:00,BATCH-1002,COAT-02,Amlodipine_5mg,43.2,NORMAL,40,45
2026-05-12T22:25:00,BATCH-1002,COAT-02,Amlodipine_5mg,42.17,NORMAL,40,45
2026-05-12T22:30:00,BATCH-1002,COAT-02,Amlodipine_5mg,44.77,NORMAL,40,45
2026-05-12T22:35:00,BATCH-1002,COAT-02,Amlodipine_5mg,41.32,NORMAL,40,45
2026-05-12T22:40:00,BATCH-1002,COAT-02,Amlodipine_5mg,40.89,NORMAL,40,45
2026-05-12T22:45:00,BATCH-1002,COAT-02,Amlodipine_5mg,44.35,NORMAL,40,45
2026-05-12T22:50:00,BATCH-1002,COAT-02,Amlodipine_5mg,43.19,NORMAL,40,45
2026-05-12T22:55:00,BATCH-1002,COAT-02,Amlodipine_5mg,40.76,NORMAL,40,45
2026-05-12T23:00:00,BATCH-1002,COAT-02,Amlodipine_5mg,42.7,NORMAL,40,45
2026-05-12T23:05:00,BATCH-1002,COAT-02,Amlodipine_5mg,42.65,NORMAL,40,45
2026-05-12T23:10:00,BATCH-1002,COAT-02,Amlodipine_5mg,47.3,DEVIATION,40,45
2026-05-12T23:15:00,BATCH-1002,COAT-02,Amlodipine_5mg,49.72,DEVIATION,40,45
2026-05-12T23:20:00,BATCH-1002,COAT-02,Amlodipine_5mg,44.16,NORMAL,40,45
2026-05-12T23:25:00,BATCH-1002,COAT-02,Amlodipine_5mg,40.29,NORMAL,40,45
2026-05-12T23:30:00,BATCH-1002,COAT-02,Amlodipine_5mg,44.73,NORMAL,40,45
2026-05-12T23:35:00,BATCH-1002,COAT-02,Amlodipine_5mg,42.43,NORMAL,40,45
2026-05-12T23:40:00,BATCH-1002,COAT-02,Amlodipine_5mg,43.8,NORMAL,40,45
2026-05-12T23:45:00,BATCH-1002,COAT-02,Amlodipine_5mg,40.64,NORMAL,40,45
2026-05-12T23:50:00,BATCH-1002,COAT-02,Amlodipine_5mg,42.75,NORMAL,40,45
2026-05-12T23:55:00,BATCH-1002,COAT-02,Amlodipine_5mg,44.36,NORMAL,40,45
2026-05-13T22:00:00,BATCH-1003,COAT-01,Atorvastatin_10mg,39.27,NORMAL,38,44
2026-05-13T22:05:00,BATCH-1003,COAT-01,Atorvastatin_10mg,42.38,NORMAL,38,44
2026-05-13T22:10:00,BATCH-1003,COAT-01,Atorvastatin_10mg,39.87,NORMAL,38,44
2026-05-13T22:15:00,BATCH-1003,COAT-01,Atorvastatin_10mg,41.9,NORMAL,38,44
2026-05-13T22:20:00,BATCH-1003,COAT-01,Atorvastatin_10mg,41.11,NORMAL,38,44
2026-05-13T22:25:00,BATCH-1003,COAT-01,Atorvastatin_10mg,39.35,NORMAL,38,44
2026-05-13T22:30:00,BATCH-1003,COAT-01,Atorvastatin_10mg,41.53,NORMAL,38,44
2026-05-13T22:35:00,BATCH-1003,COAT-01,Atorvastatin_10mg,39.32,NORMAL,38,44
2026-05-13T22:40:00,BATCH-1003,COAT-01,Atorvastatin_10mg,41.79,NORMAL,38,44
2026-05-13T22:45:00,BATCH-1003,COAT-01,Atorvastatin_10mg,43.43,NORMAL,38,44
2026-05-13T22:50:00,BATCH-1003,COAT-01,Atorvastatin_10mg,38.43,NORMAL,38,44
2026-05-13T22:55:00,BATCH-1003,COAT-01,Atorvastatin_10mg,42.01,NORMAL,38,44
2026-05-13T23:00:00,BATCH-1003,COAT-01,Atorvastatin_10mg,38.79,NORMAL,38,44
2026-05-13T23:05:00,BATCH-1003,COAT-01,Atorvastatin_10mg,41.43,NORMAL,38,44
2026-05-13T23:10:00,BATCH-1003,COAT-01,Atorvastatin_10mg,42.71,NORMAL,38,44
2026-05-13T23:15:00,BATCH-1003,COAT-01,Atorvastatin_10mg,39.14,NORMAL,38,44
2026-05-13T23:20:00,BATCH-1003,COAT-01,Atorvastatin_10mg,40.59,NORMAL,38,44
2026-05-13T23:25:00,BATCH-1003,COAT-01,Atorvastatin_10mg,40.8,NORMAL,38,44
2026-05-13T23:30:00,BATCH-1003,COAT-01,Atorvastatin_10mg,42.04,NORMAL,38,44
2026-05-13T23:35:00,BATCH-1003,COAT-01,Atorvastatin_10mg,38.59,NORMAL,38,44
2026-05-13T23:40:00,BATCH-1003,COAT-01,Atorvastatin_10mg,40.04,NORMAL,38,44
2026-05-13T23:45:00,BATCH-1003,COAT-01,Atorvastatin_10mg,39.49,NORMAL,38,44
2026-05-13T23:50:00,BATCH-1003,COAT-01,Atorvastatin_10mg,40.69,NORMAL,38,44
2026-05-13T23:55:00,BATCH-1003,COAT-01,Atorvastatin_10mg,39.67,NORMAL,38,44
2026-05-14T00:00:00,BATCH-1003,COAT-01,Atorvastatin_10mg,43.54,NORMAL,38,44
2026-05-14T00:05:00,BATCH-1003,COAT-01,Atorvastatin_10mg,43.17,NORMAL,38,44
2026-05-14T00:10:00,BATCH-1003,COAT-01,Atorvastatin_10mg,38.3,NORMAL,38,44
2026-05-14T00:15:00,BATCH-1003,COAT-01,Atorvastatin_10mg,43.02,NORMAL,38,44
2026-05-14T00:20:00,BATCH-1003,COAT-01,Atorvastatin_10mg,43.56,NORMAL,38,44
2026-05-14T00:25:00,BATCH-1003,COAT-01,Atorvastatin_10mg,39.0,NORMAL,38,44
2026-05-14T00:30:00,BATCH-1003,COAT-01,Atorvastatin_10mg,39.28,NORMAL,38,44
2026-05-14T00:35:00,BATCH-1003,COAT-01,Atorvastatin_10mg,38.35,NORMAL,38,44
2026-05-14T00:40:00,BATCH-1003,COAT-01,Atorvastatin_10mg,43.91,NORMAL,38,44
2026-05-14T00:45:00,BATCH-1003,COAT-01,Atorvastatin_10mg,42.7,NORMAL,38,44
2026-05-14T00:50:00,BATCH-1003,COAT-01,Atorvastatin_10mg,40.54,NORMAL,38,44
2026-05-14T00:55:00,BATCH-1003,COAT-01,Atorvastatin_10mg,43.97,NORMAL,38,44
2026-05-13T23:00:00,BATCH-1004,COAT-02,Paracetamol_500mg,44.31,NORMAL,40,46
2026-05-13T23:05:00,BATCH-1004,COAT-02,Paracetamol_500mg,41.78,NORMAL,40,46
2026-05-13T23:10:00,BATCH-1004,COAT-02,Paracetamol_500mg,43.48,NORMAL,40,46
2026-05-13T23:15:00,BATCH-1004,COAT-02,Paracetamol_500mg,44.49,NORMAL,40,46
2026-05-13T23:20:00,BATCH-1004,COAT-02,Paracetamol_500mg,43.51,NORMAL,40,46
2026-05-13T23:25:00,BATCH-1004,COAT-02,Paracetamol_500mg,45.12,NORMAL,40,46
2026-05-13T23:30:00,BATCH-1004,COAT-02,Paracetamol_500mg,45.76,NORMAL,40,46
2026-05-13T23:35:00,BATCH-1004,COAT-02,Paracetamol_500mg,41.11,NORMAL,40,46
2026-05-13T23:40:00,BATCH-1004,COAT-02,Paracetamol_500mg,44.05,NORMAL,40,46
2026-05-13T23:45:00,BATCH-1004,COAT-02,Paracetamol_500mg,40.72,NORMAL,40,46
2026-05-13T23:50:00,BATCH-1004,COAT-02,Paracetamol_500mg,41.48,NORMAL,40,46
2026-05-13T23:55:00,BATCH-1004,COAT-02,Paracetamol_500mg,43.72,NORMAL,40,46
2026-05-14T00:00:00,BATCH-1004,COAT-02,Paracetamol_500mg,43.5,NORMAL,40,46
2026-05-14T00:05:00,BATCH-1004,COAT-02,Paracetamol_500mg,45.61,NORMAL,40,46
2026-05-14T00:10:00,BATCH-1004,COAT-02,Paracetamol_500mg,44.3,NORMAL,40,46
2026-05-14T00:15:00,BATCH-1004,COAT-02,Paracetamol_500mg,42.37,NORMAL,40,46
2026-05-14T00:20:00,BATCH-1004,COAT-02,Paracetamol_500mg,41.8,NORMAL,40,46
2026-05-14T00:25:00,BATCH-1004,COAT-02,Paracetamol_500mg,44.51,NORMAL,40,46
2026-05-14T00:30:00,BATCH-1004,COAT-02,Paracetamol_500mg,42.75,NORMAL,40,46
2026-05-14T00:35:00,BATCH-1004,COAT-02,Paracetamol_500mg,45.98,NORMAL,40,46
2026-05-14T00:40:00,BATCH-1004,COAT-02,Paracetamol_500mg,41.28,NORMAL,40,46
2026-05-14T00:45:00,BATCH-1004,COAT-02,Paracetamol_500mg,45.6,NORMAL,40,46
2026-05-14T00:50:00,BATCH-1004,COAT-02,Paracetamol_500mg,45.28,NORMAL,40,46
2026-05-14T00:55:00,BATCH-1004,COAT-02,Paracetamol_500mg,40.95,NORMAL,40,46
2026-05-14T01:00:00,BATCH-1004,COAT-02,Paracetamol_500mg,44.22,NORMAL,40,46
2026-05-14T01:05:00,BATCH-1004,COAT-02,Paracetamol_500mg,45.92,NORMAL,40,46
2026-05-14T01:10:00,BATCH-1004,COAT-02,Paracetamol_500mg,40.05,NORMAL,40,46
2026-05-14T01:15:00,BATCH-1004,COAT-02,Paracetamol_500mg,41.8,NORMAL,40,46
2026-05-14T01:20:00,BATCH-1004,COAT-02,Paracetamol_500mg,45.63,NORMAL,40,46
2026-05-14T01:25:00,BATCH-1004,COAT-02,Paracetamol_500mg,40.69,NORMAL,40,46
2026-05-14T01:30:00,BATCH-1004,COAT-02,Paracetamol_500mg,43.32,NORMAL,40,46
2026-05-14T01:35:00,BATCH-1004,COAT-02,Paracetamol_500mg,43.63,NORMAL,40,46
2026-05-14T01:40:00,BATCH-1004,COAT-02,Paracetamol_500mg,41.22,NORMAL,40,46
2026-05-14T01:45:00,BATCH-1004,COAT-02,Paracetamol_500mg,41.58,NORMAL,40,46
2026-05-14T01:50:00,BATCH-1004,COAT-02,Paracetamol_500mg,45.43,NORMAL,40,46
2026-05-14T01:55:00,BATCH-1004,COAT-02,Paracetamol_500mg,40.55,NORMAL,40,46
2026-05-15T00:00:00,BATCH-1005,COAT-01,Azithromycin_250mg,36.94,NORMAL,35,42
2026-05-15T00:05:00,BATCH-1005,COAT-01,Azithromycin_250mg,46.08,DEVIATION,35,42
2026-05-15T00:10:00,BATCH-1005,COAT-01,Azithromycin_250mg,36.83,NORMAL,35,42
2026-05-15T00:15:00,BATCH-1005,COAT-01,Azithromycin_250mg,38.86,NORMAL,35,42
2026-05-15T00:20:00,BATCH-1005,COAT-01,Azithromycin_250mg,35.07,NORMAL,35,42
2026-05-15T00:25:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.18,NORMAL,35,42
2026-05-15T00:30:00,BATCH-1005,COAT-01,Azithromycin_250mg,38.82,NORMAL,35,42
2026-05-15T00:35:00,BATCH-1005,COAT-01,Azithromycin_250mg,39.08,NORMAL,35,42
2026-05-15T00:40:00,BATCH-1005,COAT-01,Azithromycin_250mg,35.89,NORMAL,35,42
2026-05-15T00:45:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.29,NORMAL,35,42
2026-05-15T00:50:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.02,NORMAL,35,42
2026-05-15T00:55:00,BATCH-1005,COAT-01,Azithromycin_250mg,36.47,NORMAL,35,42
2026-05-15T01:00:00,BATCH-1005,COAT-01,Azithromycin_250mg,35.72,NORMAL,35,42
2026-05-15T01:05:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.19,NORMAL,35,42
2026-05-15T01:10:00,BATCH-1005,COAT-01,Azithromycin_250mg,39.34,NORMAL,35,42
2026-05-15T01:15:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.51,NORMAL,35,42
2026-05-15T01:20:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.83,NORMAL,35,42
2026-05-15T01:25:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.17,NORMAL,35,42
2026-05-15T01:30:00,BATCH-1005,COAT-01,Azithromycin_250mg,45.95,DEVIATION,35,42
2026-05-15T01:35:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.52,NORMAL,35,42
2026-05-15T01:40:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.05,NORMAL,35,42
2026-05-15T01:45:00,BATCH-1005,COAT-01,Azithromycin_250mg,36.87,NORMAL,35,42
2026-05-15T01:50:00,BATCH-1005,COAT-01,Azithromycin_250mg,35.76,NORMAL,35,42
2026-05-15T01:55:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.01,NORMAL,35,42
2026-05-15T02:00:00,BATCH-1005,COAT-01,Azithromycin_250mg,40.72,NORMAL,35,42
2026-05-15T02:05:00,BATCH-1005,COAT-01,Azithromycin_250mg,37.14,NORMAL,35,42
2026-05-15T02:10:00,BATCH-1005,COAT-01,Azithromycin_250mg,36.59,NORMAL,35,42
2026-05-15T02:15:00,BATCH-1005,COAT-01,Azithromycin_250mg,43.77,DEVIATION,35,42
2026-05-15T02:20:00,BATCH-1005,COAT-01,Azithromycin_250mg,41.05,NORMAL,35,42
2026-05-15T02:25:00,BATCH-1005,COAT-01,Azithromycin_250mg,36.95,NORMAL,35,42
2026-05-15T02:30:00,BATCH-1005,COAT-01,Azithromycin_250mg,37.8,NORMAL,35,42
2026-05-15T02:35:00,BATCH-1005,COAT-01,Azithromycin_250mg,38.75,NORMAL,35,42
2026-05-15T02:40:00,BATCH-1005,COAT-01,Azithromycin_250mg,35.81,NORMAL,35,42
2026-05-15T02:45:00,BATCH-1005,COAT-01,Azithromycin_250mg,36.25,NORMAL,35,42
2026-05-15T02:50:00,BATCH-1005,COAT-01,Azithromycin_250mg,36.86,NORMAL,35,42
2026-05-15T02:55:00,BATCH-1005,COAT-01,Azithromycin_250mg,38.04,NORMAL,35,42
2026-05-16T01:00:00,BATCH-1006,COAT-02,Metformin_500mg,41.57,NORMAL,40,45
2026-05-16T01:05:00,BATCH-1006,COAT-02,Metformin_500mg,42.56,NORMAL,40,45
2026-05-16T01:10:00,BATCH-1006,COAT-02,Metformin_500mg,42.88,NORMAL,40,45
2026-05-16T01:15:00,BATCH-1006,COAT-02,Metformin_500mg,43.54,NORMAL,40,45
2026-05-16T01:20:00,BATCH-1006,COAT-02,Metformin_500mg,49.7,DEVIATION,40,45
2026-05-16T01:25:00,BATCH-1006,COAT-02,Metformin_500mg,43.6,NORMAL,40,45
2026-05-16T01:30:00,BATCH-1006,COAT-02,Metformin_500mg,43.35,NORMAL,40,45
2026-05-16T01:35:00,BATCH-1006,COAT-02,Metformin_500mg,40.35,NORMAL,40,45
2026-05-16T01:40:00,BATCH-1006,COAT-02,Metformin_500mg,41.65,NORMAL,40,45
2026-05-16T01:45:00,BATCH-1006,COAT-02,Metformin_500mg,44.24,NORMAL,40,45
2026-05-16T01:50:00,BATCH-1006,COAT-02,Metformin_500mg,41.5,NORMAL,40,45
2026-05-16T01:55:00,BATCH-1006,COAT-02,Metformin_500mg,42.04,NORMAL,40,45
2026-05-16T02:00:00,BATCH-1006,COAT-02,Metformin_500mg,41.48,NORMAL,40,45
2026-05-16T02:05:00,BATCH-1006,COAT-02,Metformin_500mg,42.1,NORMAL,40,45
2026-05-16T02:10:00,BATCH-1006,COAT-02,Metformin_500mg,43.39,NORMAL,40,45
2026-05-16T02:15:00,BATCH-1006,COAT-02,Metformin_500mg,43.08,NORMAL,40,45
2026-05-16T02:20:00,BATCH-1006,COAT-02,Metformin_500mg,42.74,NORMAL,40,45
2026-05-16T02:25:00,BATCH-1006,COAT-02,Metformin_500mg,47.15,DEVIATION,40,45
2026-05-16T02:30:00,BATCH-1006,COAT-02,Metformin_500mg,42.9,NORMAL,40,45
2026-05-16T02:35:00,BATCH-1006,COAT-02,Metformin_500mg,42.32,NORMAL,40,45
2026-05-16T02:40:00,BATCH-1006,COAT-02,Metformin_500mg,41.07,NORMAL,40,45
2026-05-16T02:45:00,BATCH-1006,COAT-02,Metformin_500mg,44.51,NORMAL,40,45
2026-05-16T02:50:00,BATCH-1006,COAT-02,Metformin_500mg,40.85,NORMAL,40,45
2026-05-16T02:55:00,BATCH-1006,COAT-02,Metformin_500mg,42.58,NORMAL,40,45
2026-05-16T03:00:00,BATCH-1006,COAT-02,Metformin_500mg,41.68,NORMAL,40,45
2026-05-16T03:05:00,BATCH-1006,COAT-02,Metformin_500mg,43.76,NORMAL,40,45
2026-05-16T03:10:00,BATCH-1006,COAT-02,Metformin_500mg,41.12,NORMAL,40,45
2026-05-16T03:15:00,BATCH-1006,COAT-02,Metformin_500mg,40.12,NORMAL,40,45
2026-05-16T03:20:00,BATCH-1006,COAT-02,Metformin_500mg,42.38,NORMAL,40,45
2026-05-16T03:25:00,BATCH-1006,COAT-02,Metformin_500mg,40.36,NORMAL,40,45
2026-05-16T03:30:00,BATCH-1006,COAT-02,Metformin_500mg,43.15,NORMAL,40,45
2026-05-16T03:35:00,BATCH-1006,COAT-02,Metformin_500mg,43.48,NORMAL,40,45
2026-05-16T03:40:00,BATCH-1006,COAT-02,Metformin_500mg,41.22,NORMAL,40,45
2026-05-16T03:45:00,BATCH-1006,COAT-02,Metformin_500mg,40.03,NORMAL,40,45
2026-05-16T03:50:00,BATCH-1006,COAT-02,Metformin_500mg,43.85,NORMAL,40,45
2026-05-16T03:55:00,BATCH-1006,COAT-02,Metformin_500mg,42.13,NORMAL,40,45
2026-05-15T20:00:00,BATCH-1007,COAT-01,Amlodipine_5mg,44.79,NORMAL,40,45
2026-05-15T20:05:00,BATCH-1007,COAT-01,Amlodipine_5mg,40.25,NORMAL,40,45
2026-05-15T20:10:00,BATCH-1007,COAT-01,Amlodipine_5mg,44.24,NORMAL,40,45
2026-05-15T20:15:00,BATCH-1007,COAT-01,Amlodipine_5mg,44.01,NORMAL,40,45
2026-05-15T20:20:00,BATCH-1007,COAT-01,Amlodipine_5mg,44.94,NORMAL,40,45
2026-05-15T20:25:00,BATCH-1007,COAT-01,Amlodipine_5mg,44.75,NORMAL,40,45
2026-05-15T20:30:00,BATCH-1007,COAT-01,Amlodipine_5mg,43.06,NORMAL,40,45
2026-05-15T20:35:00,BATCH-1007,COAT-01,Amlodipine_5mg,42.52,NORMAL,40,45
2026-05-15T20:40:00,BATCH-1007,COAT-01,Amlodipine_5mg,42.74,NORMAL,40,45
2026-05-15T20:45:00,BATCH-1007,COAT-01,Amlodipine_5mg,43.72,NORMAL,40,45
2026-05-15T20:50:00,BATCH-1007,COAT-01,Amlodipine_5mg,41.3,NORMAL,40,45
2026-05-15T20:55:00,BATCH-1007,COAT-01,Amlodipine_5mg,43.19,NORMAL,40,45
2026-05-15T21:00:00,BATCH-1007,COAT-01,Amlodipine_5mg,42.61,NORMAL,40,45
2026-05-15T21:05:00,BATCH-1007,COAT-01,Amlodipine_5mg,41.37,NORMAL,40,45
2026-05-15T21:10:00,BATCH-1007,COAT-01,Amlodipine_5mg,41.43,NORMAL,40,45
2026-05-15T21:15:00,BATCH-1007,COAT-01,Amlodipine_5mg,41.6,NORMAL,40,45
2026-05-15T21:20:00,BATCH-1007,COAT-01,Amlodipine_5mg,40.69,NORMAL,40,45
2026-05-15T21:25:00,BATCH-1007,COAT-01,Amlodipine_5mg,43.47,NORMAL,40,45
2026-05-15T21:30:00,BATCH-1007,COAT-01,Amlodipine_5mg,40.32,NORMAL,40,45
2026-05-15T21:35:00,BATCH-1007,COAT-01,Amlodipine_5mg,42.71,NORMAL,40,45
2026-05-15T21:40:00,BATCH-1007,COAT-01,Amlodipine_5mg,41.03,NORMAL,40,45
2026-05-15T21:45:00,BATCH-1007,COAT-01,Amlodipine_5mg,44.52,NORMAL,40,45
2026-05-15T21:50:00,BATCH-1007,COAT-01,Amlodipine_5mg,43.48,NORMAL,40,45
2026-05-15T21:55:00,BATCH-1007,COAT-01,Amlodipine_5mg,43.83,NORMAL,40,45
2026-05-15T22:00:00,BATCH-1007,COAT-01,Amlodipine_5mg,40.03,NORMAL,40,45
2026-05-15T22:05:00,BATCH-1007,COAT-01,Amlodipine_5mg,43.77,NORMAL,40,45
2026-05-15T22:10:00,BATCH-1007,COAT-01,Amlodipine_5mg,44.77,NORMAL,40,45
2026-05-15T22:15:00,BATCH-1007,COAT-01,Amlodipine_5mg,43.74,NORMAL,40,45
2026-05-15T22:20:00,BATCH-1007,COAT-01,Amlodipine_5mg,43.02,NORMAL,40,45
2026-05-15T22:25:00,BATCH-1007,COAT-01,Amlodipine_5mg,41.1,NORMAL,40,45
2026-05-15T22:30:00,BATCH-1007,COAT-01,Amlodipine_5mg,40.15,NORMAL,40,45
2026-05-15T22:35:00,BATCH-1007,COAT-01,Amlodipine_5mg,43.4,NORMAL,40,45
2026-05-15T22:40:00,BATCH-1007,COAT-01,Amlodipine_5mg,40.83,NORMAL,40,45
2026-05-15T22:45:00,BATCH-1007,COAT-01,Amlodipine_5mg,40.64,NORMAL,40,45
2026-05-15T22:50:00,BATCH-1007,COAT-01,Amlodipine_5mg,40.13,NORMAL,40,45
2026-05-15T22:55:00,BATCH-1007,COAT-01,Amlodipine_5mg,42.82,NORMAL,40,45
2026-05-16T21:00:00,BATCH-1008,COAT-02,Atorvastatin_10mg,47.57,DEVIATION,38,44
2026-05-16T21:05:00,BATCH-1008,COAT-02,Atorvastatin_10mg,40.77,NORMAL,38,44
2026-05-16T21:10:00,BATCH-1008,COAT-02,Atorvastatin_10mg,40.27,NORMAL,38,44
2026-05-16T21:15:00,BATCH-1008,COAT-02,Atorvastatin_10mg,39.96,NORMAL,38,44
2026-05-16T21:20:00,BATCH-1008,COAT-02,Atorvastatin_10mg,40.27,NORMAL,38,44
2026-05-16T21:25:00,BATCH-1008,COAT-02,Atorvastatin_10mg,42.99,NORMAL,38,44
2026-05-16T21:30:00,BATCH-1008,COAT-02,Atorvastatin_10mg,38.49,NORMAL,38,44
2026-05-16T21:35:00,BATCH-1008,COAT-02,Atorvastatin_10mg,47.16,DEVIATION,38,44
2026-05-16T21:40:00,BATCH-1008,COAT-02,Atorvastatin_10mg,40.1,NORMAL,38,44
2026-05-16T21:45:00,BATCH-1008,COAT-02,Atorvastatin_10mg,42.69,NORMAL,38,44
2026-05-16T21:50:00,BATCH-1008,COAT-02,Atorvastatin_10mg,42.53,NORMAL,38,44
2026-05-16T21:55:00,BATCH-1008,COAT-02,Atorvastatin_10mg,39.2,NORMAL,38,44
2026-05-16T22:00:00,BATCH-1008,COAT-02,Atorvastatin_10mg,45.61,DEVIATION,38,44
2026-05-16T22:05:00,BATCH-1008,COAT-02,Atorvastatin_10mg,42.02,NORMAL,38,44
2026-05-16T22:10:00,BATCH-1008,COAT-02,Atorvastatin_10mg,39.31,NORMAL,38,44
2026-05-16T22:15:00,BATCH-1008,COAT-02,Atorvastatin_10mg,42.6,NORMAL,38,44
2026-05-16T22:20:00,BATCH-1008,COAT-02,Atorvastatin_10mg,41.64,NORMAL,38,44
